Year,State,Citizen Category,Ethnic Group,Value in Thousands
2013,PERLIS,Malaysian citizens,Total Malaysian citizens,90
2013,PERLIS,Malaysian citizens,Bumiputera,79.1
2013,PERLIS,Malaysian citizens,Chinese,7.7
2013,PERLIS,Malaysian citizens,Indians,1.2
2013,PERLIS,Malaysian citizens,Others,1.9
2013,PERLIS,Non Malaysian citizens,n.a,4.4
2013,SELANGOR,Total of employed,n.a,2933.3
2013,SELANGOR,Malaysian citizens,Total Malaysian citizens,2459.8
2013,SELANGOR,Malaysian citizens,Bumiputera,1397.6
2013,SELANGOR,Malaysian citizens,Chinese,729.5
2013,SELANGOR,Malaysian citizens,Indians,318.4
2013,SELANGOR,Malaysian citizens,Others,14.2
2013,SELANGOR,Non Malaysian citizens,n.a,473.6
2013,TERENGGANU,Total of employed,n.a,407
2013,TERENGGANU,Malaysian citizens,Total Malaysian citizens,388.5
2013,TERENGGANU,Malaysian citizens,Bumiputera,376.1
2013,TERENGGANU,Malaysian citizens,Chinese,11.4
2013,TERENGGANU,Malaysian citizens,Indians,0.7
2013,TERENGGANU,Malaysian citizens,Others,0.4
2013,TERENGGANU,Non Malaysian citizens,n.a,18.4
2013,SABAH,Total of employed,n.a,1706
2013,SABAH,Malaysian citizens,Total Malaysian citizens,1024.8
2013,SABAH,Malaysian citizens,Bumiputera,829.1
2013,SABAH,Malaysian citizens,Chinese,151.1
2013,SABAH,Malaysian citizens,Indians,8.8
2013,SABAH,Malaysian citizens,Others,35.9
2013,SABAH,Non Malaysian citizens,n.a,681.2
2013,SARAWAK,Total of employed,n.a,1188.5
2013,SARAWAK,Malaysian citizens,Total Malaysian citizens,1039.1
2013,SARAWAK,Malaysian citizens,Bumiputera,769.9
2013,SARAWAK,Malaysian citizens,Chinese,264.8
2013,SARAWAK,Malaysian citizens,Indians,2.4
2013,SARAWAK,Malaysian citizens,Others,2
2013,SARAWAK,Non Malaysian citizens,n.a,149.4
2013,W.P.KUALA LUMPUR,Total of employed,n.a,877.8
2013,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,752.5
2013,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,336.3
2013,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,337.8
2013,W.P.KUALA LUMPUR,Malaysian citizens,Indians,73.7
2013,W.P.KUALA LUMPUR,Malaysian citizens,Others,4.7
2013,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,125.3
2013,W.P.LABUAN,Total of employed,n.a,40.1
2013,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,35.9
2013,W.P.LABUAN,Malaysian citizens,Bumiputera,30.3
2013,W.P.LABUAN,Malaysian citizens,Chinese,4.7
2013,W.P.LABUAN,Malaysian citizens,Indians,0.3
2013,W.P.LABUAN,Malaysian citizens,Others,0.6
2013,W.P.LABUAN,Non Malaysian citizens,n.a,4.2
2013,W.P.PUTRAJAYA,Total of employed,n.a,40.7
2013,W.P.PUTRAJAYA,Malaysian citizens,Total Malaysian citizens,38.6
2013,W.P.PUTRAJAYA,Malaysian citizens,Bumiputera,38.1
2013,W.P.PUTRAJAYA,Malaysian citizens,Chinese,0
2013,W.P.PUTRAJAYA,Malaysian citizens,Indians,0.4
2013,W.P.PUTRAJAYA,Malaysian citizens,Others,0
2013,W.P.PUTRAJAYA,Non Malaysian citizens,n.a,2.1
2012,MALAYSIA,Total of employed,n.a,12820.5
2012,MALAYSIA,Malaysian citizens,Total Malaysian citizens,10994.5
2012,MALAYSIA,Malaysian citizens,Bumiputera,7177.4
2012,MALAYSIA,Malaysian citizens,Chinese,2919
2012,MALAYSIA,Malaysian citizens,Indians,818.8
2012,MALAYSIA,Malaysian citizens,Others,79.3
2012,MALAYSIA,Non Malaysian citizens,n.a,1826
2012,JOHOR,Total of employed,n.a,1481.5
2012,JOHOR,Malaysian citizens,Total Malaysian citizens,1274.1
2012,JOHOR,Malaysian citizens,Bumiputera,735.7
2012,JOHOR,Malaysian citizens,Chinese,445
2012,JOHOR,Malaysian citizens,Indians,90.1
2012,JOHOR,Malaysian citizens,Others,3.3
2012,JOHOR,Non Malaysian citizens,n.a,207.4
2012,KEDAH,Total of employed,n.a,786.9
2012,KEDAH,Malaysian citizens,Total Malaysian citizens,730.9
2012,KEDAH,Malaysian citizens,Bumiputera,563.5
2012,KEDAH,Malaysian citizens,Chinese,107.9
2012,KEDAH,Malaysian citizens,Indians,51.9
2012,KEDAH,Malaysian citizens,Others,7.5
2012,KEDAH,Non Malaysian citizens,n.a,56
2012,KELANTAN,Total of employed,n.a,578.7
2012,KELANTAN,Malaysian citizens,Total Malaysian citizens,546.9
2012,KELANTAN,Malaysian citizens,Bumiputera,518.4
2012,KELANTAN,Malaysian citizens,Chinese,23.3
2012,KELANTAN,Malaysian citizens,Indians,1.7
2012,KELANTAN,Malaysian citizens,Others,3.4
2012,KELANTAN,Non Malaysian citizens,n.a,31.8
2012,MELAKA,Total of employed,n.a,357
2012,MELAKA,Malaysian citizens,Total Malaysian citizens,325
2012,MELAKA,Malaysian citizens,Bumiputera,215.1
2012,MELAKA,Malaysian citizens,Chinese,89.4
2012,MELAKA,Malaysian citizens,Indians,19.6
2012,MELAKA,Malaysian citizens,Others,0.8
2012,MELAKA,Non Malaysian citizens,n.a,32.1
2012,N.SEMBILAN,Total of employed,n.a,442.1
2012,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,385.7
2012,N.SEMBILAN,Malaysian citizens,Bumiputera,233.5
2012,N.SEMBILAN,Malaysian citizens,Chinese,93.8
2012,N.SEMBILAN,Malaysian citizens,Indians,57.7
2012,N.SEMBILAN,Malaysian citizens,Others,0.7
2012,N.SEMBILAN,Non Malaysian citizens,n.a,56.4
2012,PAHANG,Total of employed,n.a,633.1
2012,PAHANG,Malaysian citizens,Total Malaysian citizens,563.9
2012,PAHANG,Malaysian citizens,Bumiputera,437.9
2012,PAHANG,Malaysian citizens,Chinese,96.2
2012,PAHANG,Malaysian citizens,Indians,27.4
2012,PAHANG,Malaysian citizens,Others,2.4
2012,PAHANG,Non Malaysian citizens,n.a,69.2
2012,P.PINANG,Total of employed,n.a,779.8
2012,P.PINANG,Malaysian citizens,Total Malaysian citizens,686
2012,P.PINANG,Malaysian citizens,Bumiputera,296.4
2012,P.PINANG,Malaysian citizens,Chinese,319.9
2012,P.PINANG,Malaysian citizens,Indians,67.7
2012,P.PINANG,Malaysian citizens,Others,2
2012,P.PINANG,Non Malaysian citizens,n.a,93.8
2012,PERAK,Total of employed,n.a,927.1
2012,PERAK,Malaysian citizens,Total Malaysian citizens,861
2012,PERAK,Malaysian citizens,Bumiputera,482
2012,PERAK,Malaysian citizens,Chinese,268.7
2012,PERAK,Malaysian citizens,Indians,108.1
2012,PERAK,Malaysian citizens,Others,2.2
2012,PERAK,Non Malaysian citizens,n.a,66.1
2012,PERLIS,Total of employed,n.a,87.1
2012,PERLIS,Malaysian citizens,Total Malaysian citizens,82.7
2012,PERLIS,Malaysian citizens,Bumiputera,72.6
2012,PERLIS,Malaysian citizens,Chinese,7.3
2012,PERLIS,Malaysian citizens,Indians,1.1
2012,PERLIS,Malaysian citizens,Others,1.7
2012,PERLIS,Non Malaysian citizens,n.a,4.4
2012,SELANGOR,Total of employed,n.a,2776.1
2012,SELANGOR,Malaysian citizens,Total Malaysian citizens,2392.3
2012,SELANGOR,Malaysian citizens,Bumiputera,1338.7
2012,SELANGOR,Malaysian citizens,Chinese,727.9
2012,SELANGOR,Malaysian citizens,Indians,309.5
2012,SELANGOR,Malaysian citizens,Others,16.1
2012,SELANGOR,Non Malaysian citizens,n.a,383.8
2012,TERENGGANU,Total of employed,n.a,389.6
2012,TERENGGANU,Malaysian citizens,Total Malaysian citizens,372.1
2012,TERENGGANU,Malaysian citizens,Bumiputera,359.9
2012,TERENGGANU,Malaysian citizens,Chinese,10.9
2012,TERENGGANU,Malaysian citizens,Indians,1.1
2012,TERENGGANU,Malaysian citizens,Others,0.2
2012,TERENGGANU,Non Malaysian citizens,n.a,17.5
2012,SABAH,Total of employed,n.a,1537.4
2012,SABAH,Malaysian citizens,Total Malaysian citizens,960.1
2012,SABAH,Malaysian citizens,Bumiputera,777.5
2012,SABAH,Malaysian citizens,Chinese,141.2
2012,SABAH,Malaysian citizens,Indians,10.9
2012,SABAH,Malaysian citizens,Others,30.6
2012,SABAH,Non Malaysian citizens,n.a,577.3
2012,SARAWAK,Total of employed,n.a,1143.9
2012,SARAWAK,Malaysian citizens,Total Malaysian citizens,1029.5
2012,SARAWAK,Malaysian citizens,Bumiputera,761.6
2012,SARAWAK,Malaysian citizens,Chinese,263.6
2012,SARAWAK,Malaysian citizens,Indians,2.2
2012,SARAWAK,Malaysian citizens,Others,2
2012,SARAWAK,Non Malaysian citizens,n.a,114.5
2012,W.P.KUALA LUMPUR,Total of employed,n.a,820.4
2012,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,711
2012,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,317.5
2012,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,318.9
2012,W.P.KUALA LUMPUR,Malaysian citizens,Indians,68.9
2012,W.P.KUALA LUMPUR,Malaysian citizens,Others,5.8
2012,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,109.3
2012,W.P.LABUAN,Total of employed,n.a,39.4
2012,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,34.8
2012,W.P.LABUAN,Malaysian citizens,Bumiputera,29.4
2012,W.P.LABUAN,Malaysian citizens,Chinese,4.7
2012,W.P.LABUAN,Malaysian citizens,Indians,0.3
2012,W.P.LABUAN,Malaysian citizens,Others,0.5
2012,W.P.LABUAN,Non Malaysian citizens,n.a,4.6
2012,W.P.PUTRAJAYA,Total of employed,n.a,40.3
2012,W.P.PUTRAJAYA,Malaysian citizens,Total Malaysian citizens,38.5
2012,W.P.PUTRAJAYA,Malaysian citizens,Bumiputera,37.7
2012,W.P.PUTRAJAYA,Malaysian citizens,Chinese,0.2
2012,W.P.PUTRAJAYA,Malaysian citizens,Indians,0.5
2012,W.P.PUTRAJAYA,Malaysian citizens,Others,0
2012,W.P.PUTRAJAYA,Non Malaysian citizens,n.a,1.9
2011,MALAYSIA,Total of employed,n.a,12351.5
2011,MALAYSIA,Malaysian citizens,Total Malaysian citizens,10595.8
2011,MALAYSIA,Malaysian citizens,Bumiputera,6859.9
2011,MALAYSIA,Malaysian citizens,Chinese,2863.6
2011,MALAYSIA,Malaysian citizens,Indians,798.2
2011,MALAYSIA,Malaysian citizens,Others,74.1
2011,MALAYSIA,Non Malaysian citizens,n.a,1755.6
2011,JOHOR,Total of employed,n.a,1461.9
2011,JOHOR,Malaysian citizens,Total Malaysian citizens,1262.1
2011,JOHOR,Malaysian citizens,Bumiputera,726.7
2011,JOHOR,Malaysian citizens,Chinese,443.3
2011,JOHOR,Malaysian citizens,Indians,88.7
2011,JOHOR,Malaysian citizens,Others,3.4
2011,JOHOR,Non Malaysian citizens,n.a,199.8
2011,KEDAH,Total of employed,n.a,743.4
2011,KEDAH,Malaysian citizens,Total Malaysian citizens,684.6
2011,KEDAH,Malaysian citizens,Bumiputera,523.5
2011,KEDAH,Malaysian citizens,Chinese,102.8
2011,KEDAH,Malaysian citizens,Indians,50.2
2011,KEDAH,Malaysian citizens,Others,8.1
2011,KEDAH,Non Malaysian citizens,n.a,58.8
2011,KELANTAN,Total of employed,n.a,544.6
2011,KELANTAN,Malaysian citizens,Total Malaysian citizens,514
2011,KELANTAN,Malaysian citizens,Bumiputera,484.9
2011,KELANTAN,Malaysian citizens,Chinese,24.2
2011,KELANTAN,Malaysian citizens,Indians,1.8
2011,KELANTAN,Malaysian citizens,Others,3.2
2011,KELANTAN,Non Malaysian citizens,n.a,30.6
2011,MELAKA,Total of employed,n.a,340.8
2011,MELAKA,Malaysian citizens,Total Malaysian citizens,312.4
2011,MELAKA,Malaysian citizens,Bumiputera,203.9
2011,MELAKA,Malaysian citizens,Chinese,88.9
2011,MELAKA,Malaysian citizens,Indians,18.6
2011,MELAKA,Malaysian citizens,Others,1
2011,MELAKA,Non Malaysian citizens,n.a,28.4
2011,N.SEMBILAN,Total of employed,n.a,416.1
2011,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,370.7
2011,N.SEMBILAN,Malaysian citizens,Bumiputera,223.5
2011,N.SEMBILAN,Malaysian citizens,Chinese,90.4
2011,N.SEMBILAN,Malaysian citizens,Indians,56.1
2011,N.SEMBILAN,Malaysian citizens,Others,0.8
2011,N.SEMBILAN,Non Malaysian citizens,n.a,45.4
2011,PAHANG,Total of employed,n.a,608.4
2011,PAHANG,Malaysian citizens,Total Malaysian citizens,542.1
2011,PAHANG,Malaysian citizens,Bumiputera,420.8
2011,PAHANG,Malaysian citizens,Chinese,94.7
2011,PAHANG,Malaysian citizens,Indians,24.4
2011,PAHANG,Malaysian citizens,Others,2.1
2011,PAHANG,Non Malaysian citizens,n.a,66.3
2011,P.PINANG,Total of employed,n.a,772.8
2011,P.PINANG,Malaysian citizens,Total Malaysian citizens,685.4
2011,P.PINANG,Malaysian citizens,Bumiputera,289.7
2011,P.PINANG,Malaysian citizens,Chinese,326.9
2011,P.PINANG,Malaysian citizens,Indians,67.1
2011,P.PINANG,Malaysian citizens,Others,1.7
2011,P.PINANG,Non Malaysian citizens,n.a,87.4
2011,PERAK,Total of employed,n.a,919.7
2011,PERAK,Malaysian citizens,Total Malaysian citizens,856.2
2011,PERAK,Malaysian citizens,Bumiputera,485.9
2011,PERAK,Malaysian citizens,Chinese,259.3
2011,PERAK,Malaysian citizens,Indians,108.8
2011,PERAK,Malaysian citizens,Others,2.3
2011,PERAK,Non Malaysian citizens,n.a,63.5
2011,PERLIS,Total of employed,n.a,83.3
2011,PERLIS,Malaysian citizens,Total Malaysian citizens,79.3
2011,PERLIS,Malaysian citizens,Bumiputera,69.2
2011,PERLIS,Malaysian citizens,Chinese,7.3
2011,PERLIS,Malaysian citizens,Indians,1.1
2011,PERLIS,Malaysian citizens,Others,1.7
2011,PERLIS,Non Malaysian citizens,n.a,4.1
2011,SELANGOR,Total of employed,n.a,2645.2
2011,SELANGOR,Malaysian citizens,Total Malaysian citizens,2273.8
2011,SELANGOR,Malaysian citizens,Bumiputera,1262.4
2011,SELANGOR,Malaysian citizens,Chinese,704.2
2011,SELANGOR,Malaysian citizens,Indians,294.7
2011,SELANGOR,Malaysian citizens,Others,12.4
2011,SELANGOR,Non Malaysian citizens,n.a,371.4
2011,TERENGGANU,Total of employed,n.a,390.3
2011,TERENGGANU,Malaysian citizens,Total Malaysian citizens,372.8
2011,TERENGGANU,Malaysian citizens,Bumiputera,360.7
2011,TERENGGANU,Malaysian citizens,Chinese,11.4
2011,TERENGGANU,Malaysian citizens,Indians,0.4
2011,TERENGGANU,Malaysian citizens,Others,0.2
2011,TERENGGANU,Non Malaysian citizens,n.a,17.5
2011,SABAH,Total of employed,n.a,1474.4
2011,SABAH,Malaysian citizens,Total Malaysian citizens,912.5
2011,SABAH,Malaysian citizens,Bumiputera,729.6
2011,SABAH,Malaysian citizens,Chinese,141.6
2011,SABAH,Malaysian citizens,Indians,10.9
2011,SABAH,Malaysian citizens,Others,30.4
2011,SABAH,Non Malaysian citizens,n.a,561.9
2011,SARAWAK,Total of employed,n.a,1058.1
2011,SARAWAK,Malaysian citizens,Total Malaysian citizens,946.3
2011,SARAWAK,Malaysian citizens,Bumiputera,692.2
2011,SARAWAK,Malaysian citizens,Chinese,249.5
2011,SARAWAK,Malaysian citizens,Indians,3.5
2011,SARAWAK,Malaysian citizens,Others,1.1
2011,SARAWAK,Non Malaysian citizens,n.a,111.8
2011,W.P.KUALA LUMPUR,Total of employed,n.a,812.5
2011,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,709.8
2011,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,319.4
2011,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,314.2
2011,W.P.KUALA LUMPUR,Malaysian citizens,Indians,71.3
2011,W.P.KUALA LUMPUR,Malaysian citizens,Others,4.9
2011,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,102.7
2011,W.P.LABUAN,Total of employed,n.a,38.6
2011,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,34.3
2011,W.P.LABUAN,Malaysian citizens,Bumiputera,28.7
2011,W.P.LABUAN,Malaysian citizens,Chinese,4.7
2011,W.P.LABUAN,Malaysian citizens,Indians,0.1
2011,W.P.LABUAN,Malaysian citizens,Others,0.8
2011,W.P.LABUAN,Non Malaysian citizens,n.a,4.3
2011,W.P.PUTRAJAYA,Total of employed,n.a,41.4
2011,W.P.PUTRAJAYA,Malaysian citizens,Total Malaysian citizens,39.6
2011,W.P.PUTRAJAYA,Malaysian citizens,Bumiputera,38.9
2011,W.P.PUTRAJAYA,Malaysian citizens,Chinese,0.2
2011,W.P.PUTRAJAYA,Malaysian citizens,Indians,0.5
2011,W.P.PUTRAJAYA,Malaysian citizens,Others,0
2011,W.P.PUTRAJAYA,Non Malaysian citizens,n.a,1.8
2010,MALAYSIA,Total of employed,n.a,11899.5
2010,MALAYSIA,Malaysian citizens,Total Malaysian citizens,10216.2
2010,MALAYSIA,Malaysian citizens,Bumiputera,6626.4
2010,MALAYSIA,Malaysian citizens,Chinese,2753.4
2010,MALAYSIA,Malaysian citizens,Indians,764.2
2010,MALAYSIA,Malaysian citizens,Others,72.3
2010,MALAYSIA,Non Malaysian citizens,n.a,1683.2
2010,JOHOR,Total of employed,n.a,1418.8
2010,JOHOR,Malaysian citizens,Total Malaysian citizens,1219.1
2010,JOHOR,Malaysian citizens,Bumiputera,708.1
2010,JOHOR,Malaysian citizens,Chinese,421.8
2010,JOHOR,Malaysian citizens,Indians,85.4
2010,JOHOR,Malaysian citizens,Others,3.9
2010,JOHOR,Non Malaysian citizens,n.a,199.6
2010,KEDAH,Total of employed,n.a,725.7
2010,KEDAH,Malaysian citizens,Total Malaysian citizens,674
2010,KEDAH,Malaysian citizens,Bumiputera,512.8
2010,KEDAH,Malaysian citizens,Chinese,101.6
2010,KEDAH,Malaysian citizens,Indians,52
2010,KEDAH,Malaysian citizens,Others,7.6
2010,KEDAH,Non Malaysian citizens,n.a,51.7
2010,KELANTAN,Total of employed,n.a,534.2
2010,KELANTAN,Malaysian citizens,Total Malaysian citizens,504.3
2010,KELANTAN,Malaysian citizens,Bumiputera,477.3
2010,KELANTAN,Malaysian citizens,Chinese,22.1
2010,KELANTAN,Malaysian citizens,Indians,1.5
2010,KELANTAN,Malaysian citizens,Others,3.5
2010,KELANTAN,Non Malaysian citizens,n.a,29.8
2010,MELAKA,Total of employed,n.a,335.1
2010,MELAKA,Malaysian citizens,Total Malaysian citizens,306.5
2010,MELAKA,Malaysian citizens,Bumiputera,203.3
2010,MELAKA,Malaysian citizens,Chinese,83.6
2010,MELAKA,Malaysian citizens,Indians,18.8
2010,MELAKA,Malaysian citizens,Others,0.8
2010,MELAKA,Non Malaysian citizens,n.a,28.6
2010,N.SEMBILAN,Total of employed,n.a,405.4
2010,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,359.7
2010,N.SEMBILAN,Malaysian citizens,Bumiputera,215.4
2010,N.SEMBILAN,Malaysian citizens,Chinese,88.9
2010,N.SEMBILAN,Malaysian citizens,Indians,54.7
2010,N.SEMBILAN,Malaysian citizens,Others,0.8
2010,N.SEMBILAN,Non Malaysian citizens,n.a,45.7
2010,PAHANG,Total of employed,n.a,591
2010,PAHANG,Malaysian citizens,Total Malaysian citizens,527
2010,PAHANG,Malaysian citizens,Bumiputera,405
2010,PAHANG,Malaysian citizens,Chinese,96.2
2010,PAHANG,Malaysian citizens,Indians,23.8
2010,PAHANG,Malaysian citizens,Others,2
2010,PAHANG,Non Malaysian citizens,n.a,64
2010,P.PINANG,Total of employed,n.a,742.3
2010,P.PINANG,Malaysian citizens,Total Malaysian citizens,659.9
2010,P.PINANG,Malaysian citizens,Bumiputera,274.8
2010,P.PINANG,Malaysian citizens,Chinese,316.7
2010,P.PINANG,Malaysian citizens,Indians,66.6
2010,P.PINANG,Malaysian citizens,Others,1.8
2010,P.PINANG,Non Malaysian citizens,n.a,82.4
2010,PERAK,Total of employed,n.a,878.7
2010,PERAK,Malaysian citizens,Total Malaysian citizens,821.3
2010,PERAK,Malaysian citizens,Bumiputera,464.3
2010,PERAK,Malaysian citizens,Chinese,252.2
2010,PERAK,Malaysian citizens,Indians,102.4
2010,PERAK,Malaysian citizens,Others,2.3
2010,PERAK,Non Malaysian citizens,n.a,57.4
2010,PERLIS,Total of employed,n.a,80.9
2010,PERLIS,Malaysian citizens,Total Malaysian citizens,76.4
2010,PERLIS,Malaysian citizens,Bumiputera,66.6
2010,PERLIS,Malaysian citizens,Chinese,7.1
2010,PERLIS,Malaysian citizens,Indians,1
2010,PERLIS,Malaysian citizens,Others,1.7
2010,PERLIS,Non Malaysian citizens,n.a,4.4
2010,SELANGOR,Total of employed,n.a,2551.1
2010,SELANGOR,Malaysian citizens,Total Malaysian citizens,2199.6
2010,SELANGOR,Malaysian citizens,Bumiputera,1244.8
2010,SELANGOR,Malaysian citizens,Chinese,665
2010,SELANGOR,Malaysian citizens,Indians,280.8
2010,SELANGOR,Malaysian citizens,Others,9.1
2010,SELANGOR,Non Malaysian citizens,n.a,351.5
2010,TERENGGANU,Total of employed,n.a,366.6
2010,TERENGGANU,Malaysian citizens,Total Malaysian citizens,350.3
2010,TERENGGANU,Malaysian citizens,Bumiputera,337.7
2010,TERENGGANU,Malaysian citizens,Chinese,11.4
2010,TERENGGANU,Malaysian citizens,Indians,0.8
2010,TERENGGANU,Malaysian citizens,Others,0.4
2010,TERENGGANU,Non Malaysian citizens,n.a,16.2
2010,SABAH,Total of employed,n.a,1398.6
2010,SABAH,Malaysian citizens,Total Malaysian citizens,855.2
2010,SABAH,Malaysian citizens,Bumiputera,685.4
2010,SABAH,Malaysian citizens,Chinese,133.3
2010,SABAH,Malaysian citizens,Indians,5.2
2010,SABAH,Malaysian citizens,Others,31.3
2010,SABAH,Non Malaysian citizens,n.a,543.4
2010,SARAWAK,Total of employed,n.a,1045.6
2010,SARAWAK,Malaysian citizens,Total Malaysian citizens,934.3
2010,SARAWAK,Malaysian citizens,Bumiputera,692.3
2010,SARAWAK,Malaysian citizens,Chinese,238.8
2010,SARAWAK,Malaysian citizens,Indians,1.3
2010,SARAWAK,Malaysian citizens,Others,2
2010,SARAWAK,Non Malaysian citizens,n.a,111.3
2010,W.P.KUALA LUMPUR,Total of employed,n.a,788
2010,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,695.4
2010,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,311
2010,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,310.2
2010,W.P.KUALA LUMPUR,Malaysian citizens,Indians,69.4
2010,W.P.KUALA LUMPUR,Malaysian citizens,Others,4.8
2010,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,92.7
2010,W.P.LABUAN,Total of employed,n.a,37.6
2010,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,33.2
2010,W.P.LABUAN,Malaysian citizens,Bumiputera,27.7
2010,W.P.LABUAN,Malaysian citizens,Chinese,4.7
2010,W.P.LABUAN,Malaysian citizens,Indians,0.3
2010,W.P.LABUAN,Malaysian citizens,Others,0.5
2010,W.P.LABUAN,Non Malaysian citizens,n.a,4.4
2009,MALAYSIA,Total of employed,n.a,10897.3
2009,MALAYSIA,Malaysian citizens,Total Malaysian citizens,9830.6
2009,MALAYSIA,Malaysian citizens,Bumiputera,6275.7
2009,MALAYSIA,Malaysian citizens,Chinese,2691.3
2009,MALAYSIA,Malaysian citizens,Indians,767.2
2009,MALAYSIA,Malaysian citizens,Others,96.5
2009,MALAYSIA,Non Malaysian citizens,n.a,1066.7
2009,JOHOR,Total of employed,n.a,1306.3
2009,JOHOR,Malaysian citizens,Total Malaysian citizens,1174.4
2009,JOHOR,Malaysian citizens,Bumiputera,659.2
2009,JOHOR,Malaysian citizens,Chinese,423.3
2009,JOHOR,Malaysian citizens,Indians,87.6
2009,JOHOR,Malaysian citizens,Others,4.2
2009,JOHOR,Non Malaysian citizens,n.a,131.9
2009,KEDAH,Total of employed,n.a,701.5
2009,KEDAH,Malaysian citizens,Total Malaysian citizens,677.3
2009,KEDAH,Malaysian citizens,Bumiputera,507.5
2009,KEDAH,Malaysian citizens,Chinese,110.6
2009,KEDAH,Malaysian citizens,Indians,46.5
2009,KEDAH,Malaysian citizens,Others,12.6
2009,KEDAH,Non Malaysian citizens,n.a,24.3
2009,KELANTAN,Total of employed,n.a,505.2
2009,KELANTAN,Malaysian citizens,Total Malaysian citizens,488.3
2009,KELANTAN,Malaysian citizens,Bumiputera,457.4
2009,KELANTAN,Malaysian citizens,Chinese,23.7
2009,KELANTAN,Malaysian citizens,Indians,1.7
2009,KELANTAN,Malaysian citizens,Others,5.5
2009,KELANTAN,Non Malaysian citizens,n.a,16.9
2009,MELAKA,Total of employed,n.a,284
2009,MELAKA,Malaysian citizens,Total Malaysian citizens,264.4
2009,MELAKA,Malaysian citizens,Bumiputera,170
2009,MELAKA,Malaysian citizens,Chinese,77.1
2009,MELAKA,Malaysian citizens,Indians,15.8
2009,MELAKA,Malaysian citizens,Others,1.4
2009,MELAKA,Non Malaysian citizens,n.a,19.6
2009,N.SEMBILAN,Total of employed,n.a,386.5
2009,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,358.7
2009,N.SEMBILAN,Malaysian citizens,Bumiputera,207.9
2009,N.SEMBILAN,Malaysian citizens,Chinese,92.2
2009,N.SEMBILAN,Malaysian citizens,Indians,57
2009,N.SEMBILAN,Malaysian citizens,Others,1.6
2009,N.SEMBILAN,Non Malaysian citizens,n.a,27.8
2009,PAHANG,Total of employed,n.a,603.7
2009,PAHANG,Malaysian citizens,Total Malaysian citizens,543.5
2009,PAHANG,Malaysian citizens,Bumiputera,407
2009,PAHANG,Malaysian citizens,Chinese,104.5
2009,PAHANG,Malaysian citizens,Indians,28.9
2009,PAHANG,Malaysian citizens,Others,3.1
2009,PAHANG,Non Malaysian citizens,n.a,60.2
2009,P.PINANG,Total of employed,n.a,689.8
2009,P.PINANG,Malaysian citizens,Total Malaysian citizens,630.2
2009,P.PINANG,Malaysian citizens,Bumiputera,269.5
2009,P.PINANG,Malaysian citizens,Chinese,296.9
2009,P.PINANG,Malaysian citizens,Indians,62.1
2009,P.PINANG,Malaysian citizens,Others,1.7
2009,P.PINANG,Non Malaysian citizens,n.a,59.6
2009,PERAK,Total of employed,n.a,891.6
2009,PERAK,Malaysian citizens,Total Malaysian citizens,850.9
2009,PERAK,Malaysian citizens,Bumiputera,461
2009,PERAK,Malaysian citizens,Chinese,276.6
2009,PERAK,Malaysian citizens,Indians,111.1
2009,PERAK,Malaysian citizens,Others,2.3
2009,PERAK,Non Malaysian citizens,n.a,40.6
2009,PERLIS,Total of employed,n.a,81.5
2009,PERLIS,Malaysian citizens,Total Malaysian citizens,79.8
2009,PERLIS,Malaysian citizens,Bumiputera,67.3
2009,PERLIS,Malaysian citizens,Chinese,9.1
2009,PERLIS,Malaysian citizens,Indians,1.1
2009,PERLIS,Malaysian citizens,Others,2.3
2009,PERLIS,Non Malaysian citizens,n.a,1.8
2009,SELANGOR,Total of employed,n.a,2095.3
2009,SELANGOR,Malaysian citizens,Total Malaysian citizens,1937.5
2009,SELANGOR,Malaysian citizens,Bumiputera,1044.6
2009,SELANGOR,Malaysian citizens,Chinese,614.2
2009,SELANGOR,Malaysian citizens,Indians,259
2009,SELANGOR,Malaysian citizens,Others,19.7
2009,SELANGOR,Non Malaysian citizens,n.a,157.7
